t	u	i	iav	a	b	poo
1.05	0.475	0.1272	NAN	NAN	NAN	
1.052	0.475	0.1413	NAN	NAN	NAN	
1.054	0.48	0.15315	0.13938	-0.0669024	NAN	
1.056	0.48	0.1458	NAN	NAN	NAN	
1.058	0.48	0.12945	NAN	NAN	NAN	
1.06	0.48	0.1269	NAN	NAN	NAN	
1.062	0.48	0.14145	NAN	NAN	NAN	
1.064	0.485	0.15345	0.13935	-0.06758475	NAN	
1.066	0.485	0.14535	NAN	NAN	NAN	
1.068	0.485	0.1296	NAN	NAN	NAN	
1.07	0.485	0.12675	NAN	NAN	NAN	
1.072	0.485	0.14115	NAN	NAN	NAN	
1.074	0.485	0.1536	0.13926	-0.0675411	NAN	
1.076	0.49	0.1452	NAN	NAN	NAN	
1.078	0.49	0.1296	NAN	NAN	NAN	
1.08	0.49	0.12705	NAN	NAN	NAN	
1.082	0.49	0.14115	NAN	NAN	NAN	
1.084	0.49	0.15375	0.13929	-0.0682521	NAN	
1.086	0.495	0.14505	NAN	NAN	NAN	
1.088	0.495	0.12945	NAN	NAN	NAN	
1.09	0.495	0.12735	NAN	NAN	NAN	
1.092	0.495	0.1407	NAN	NAN	NAN	
1.094	0.495	0.15375	0.13932	-0.0689634	NAN	
1.096	0.495	0.1455	NAN	NAN	NAN	
1.098	0.5	0.1293	NAN	NAN	NAN	
1.1	0.5	0.1272	NAN	NAN	NAN	
1.102	0.5	0.14085	NAN	NAN	NAN	
1.104	0.5	0.1536	0.13932	-0.06966	NAN	
1.106	0.5	0.1458	NAN	NAN	NAN	
1.108	0.505	0.12915	NAN	NAN	NAN	
1.11	0.505	0.1275	NAN	NAN	NAN	
1.112	0.505	0.1413	NAN	NAN	NAN	
1.114	0.505	0.1536	0.13953	-0.07046265	NAN	
1.116	0.505	0.14595	NAN	NAN	NAN	
1.118	0.505	0.1293	NAN	NAN	NAN	
1.12	0.51	0.1272	NAN	NAN	NAN	
1.122	0.51	0.1413	NAN	NAN	NAN	
1.124	0.51	0.15345	0.1395	-0.071145	NAN	
1.126	0.51	0.1458	NAN	NAN	NAN	
1.128	0.51	0.12975	NAN	NAN	NAN	
1.13	0.515	0.12705	NAN	NAN	NAN	
1.132	0.515	0.1413	NAN	NAN	NAN	
1.134	0.515	0.15375	0.13962	-0.0719043	NAN	
1.136	0.515	0.1461	NAN	NAN	NAN	
1.138	0.515	0.1299	NAN	NAN	NAN	
1.14	0.515	0.1272	NAN	NAN	NAN	
1.142	0.52	0.14115	NAN	NAN	NAN	
1.144	0.52	0.1539	0.13959	-0.0725868	NAN	
1.146	0.52	0.14565	NAN	NAN	NAN	
1.148	0.52	0.13005	NAN	NAN	NAN	
1.15	0.52	0.12705	NAN	NAN	NAN	
1.152	0.525	0.141	NAN	NAN	NAN	
1.154	0.525	0.15405	0.13944	-0.073206	NAN	
1.156	0.525	0.1455	NAN	NAN	NAN	
1.158	0.525	0.1296	NAN	NAN	NAN	
1.16	0.525	0.12735	NAN	NAN	NAN	
1.162	0.525	0.14085	NAN	NAN	NAN	
1.164	0.53	0.1542	0.13962	-0.0739986	NAN	
1.166	0.53	0.1461	NAN	NAN	NAN	
1.168	0.53	0.1296	NAN	NAN	NAN	
1.17	0.53	0.12765	NAN	NAN	NAN	
1.172	0.53	0.14085	NAN	NAN	NAN	
1.174	0.535	0.1536	0.13959	-0.07468065	NAN	
1.176	0.535	0.1464	NAN	NAN	NAN	
1.178	0.535	0.12945	NAN	NAN	NAN	
1.18	0.535	0.12765	NAN	NAN	NAN	
1.182	0.535	0.14085	NAN	NAN	NAN	
1.184	0.535	0.15345	0.13956	-0.0746646	NAN	
1.186	0.54	0.1461	NAN	NAN	NAN	
1.188	0.54	0.12975	NAN	NAN	NAN	
1.19	0.54	0.1272	NAN	NAN	NAN	
1.192	0.54	0.141	NAN	NAN	NAN	
1.194	0.54	0.15375	0.13953	-0.0753462	NAN	
1.196	0.545	0.1461	NAN	NAN	NAN	
1.198	0.545	0.1296	NAN	NAN	NAN	
1.2	0.545	0.1272	NAN	NAN	NAN	
1.202	0.545	0.14145	NAN	NAN	NAN	
1.204	0.545	0.1536	0.13962	-0.0760929	NAN	
1.206	0.545	0.14595	NAN	NAN	NAN	
1.208	0.55	0.1299	NAN	NAN	NAN	
1.21	0.55	0.12705	NAN	NAN	NAN	
1.212	0.55	0.141	NAN	NAN	NAN	
1.214	0.55	0.1539	0.13956	-0.076758	NAN	
1.216	0.55	0.1458	NAN	NAN	NAN	
1.218	0.555	0.13005	NAN	NAN	NAN	
1.22	0.555	0.1269	NAN	NAN	NAN	
1.222	0.555	0.14085	NAN	NAN	NAN	
1.224	0.555	0.15405	0.1395	-0.0774225	NAN	
1.226	0.555	0.1458	NAN	NAN	NAN	
1.228	0.555	0.1299	NAN	NAN	NAN	
1.23	0.56	0.1272	NAN	NAN	NAN	
1.232	0.56	0.14085	NAN	NAN	NAN	
1.234	0.56	0.15375	0.1395	-0.07812	NAN	
1.236	0.56	0.14595	NAN	NAN	NAN	
1.238	0.56	0.12975	NAN	NAN	NAN	
1.24	0.565	0.1275	NAN	NAN	NAN	
1.242	0.565	0.14025	NAN	NAN	NAN	
1.244	0.565	0.1539	0.1395	-0.0788175	NAN	
1.246	0.565	0.14625	NAN	NAN	NAN	
1.248	0.565	0.1296	NAN	NAN	NAN	
1.25	0.57	0.1275	NAN	NAN	NAN	
1.252	0.57	0.14055	NAN	NAN	NAN	
1.254	0.57	0.1539	0.13959	-0.0795663	NAN	
1.256	0.57	0.1464	NAN	NAN	NAN	
1.258	0.57	0.1296	NAN	NAN	NAN	
1.26	0.57	0.12735	NAN	NAN	NAN	
1.262	0.565	0.141	NAN	NAN	NAN	
1.264	0.565	0.15375	0.13968	-0.0789192	NAN	
1.266	0.565	0.14625	NAN	NAN	NAN	
1.268	0.565	0.13005	NAN	NAN	NAN	
1.27	0.565	0.1275	NAN	NAN	NAN	
1.272	0.56	0.1407	NAN	NAN	NAN	
1.274	0.56	0.15345	0.13962	-0.0781872	NAN	
1.276	0.56	0.1464	NAN	NAN	NAN	
1.278	0.56	0.13005	NAN	NAN	NAN	
1.28	0.56	0.12705	NAN	NAN	NAN	
1.282	0.56	0.141	NAN	NAN	NAN	
1.284	0.555	0.15375	0.13974	-0.0775557	NAN	
1.286	0.555	0.14655	NAN	NAN	NAN	
1.288	0.555	0.13035	NAN	NAN	NAN	
1.29	0.555	0.12675	NAN	NAN	NAN	
1.292	0.555	0.14085	NAN	NAN	NAN	
1.294	0.55	0.15375	0.13962	-0.076791	NAN	
1.296	0.55	0.14625	NAN	NAN	NAN	
1.298	0.55	0.1305	NAN	NAN	NAN	
1.3	0.55	0.12705	NAN	NAN	NAN	
1.302	0.55	0.14055	NAN	NAN	NAN	
1.304	0.55	0.15405	0.13962	-0.076791	NAN	
1.306	0.545	0.14625	NAN	NAN	NAN	
1.308	0.545	0.1302	NAN	NAN	NAN	
1.31	0.545	0.1272	NAN	NAN	NAN	
1.312	0.545	0.1404	NAN	NAN	NAN	
1.314	0.545	0.15405	0.13956	-0.0760602	NAN	
1.316	0.54	0.1461	NAN	NAN	NAN	
1.318	0.54	0.13005	NAN	NAN	NAN	
1.32	0.54	0.12735	NAN	NAN	NAN	
1.322	0.54	0.1401	NAN	NAN	NAN	
1.324	0.54	0.1542	0.13962	-0.0753948	NAN	
1.326	0.54	0.14655	NAN	NAN	NAN	
1.328	0.535	0.1299	NAN	NAN	NAN	
1.33	0.535	0.1275	NAN	NAN	NAN	
1.332	0.535	0.1404	NAN	NAN	NAN	
1.334	0.535	0.15345	0.1395	-0.0746325	NAN	
1.336	0.535	0.14655	NAN	NAN	NAN	
1.338	0.53	0.1296	NAN	NAN	NAN	
1.34	0.53	0.12705	NAN	NAN	NAN	
1.342	0.53	0.1404	NAN	NAN	NAN	
1.344	0.53	0.15345	0.1395	-0.073935	NAN	
1.346	0.53	0.14655	NAN	NAN	NAN	
1.348	0.53	0.13005	NAN	NAN	NAN	
1.35	0.525	0.12705	NAN	NAN	NAN	
1.352	0.525	0.1407	NAN	NAN	NAN	
1.354	0.525	0.1536	0.13956	-0.073269	NAN	
1.356	0.525	0.1464	NAN	NAN	NAN	
1.358	0.525	0.13005	NAN	NAN	NAN	
1.36	0.52	0.1269	NAN	NAN	NAN	
1.362	0.52	0.1407	NAN	NAN	NAN	
1.364	0.52	0.1539	0.13965	-0.072618	NAN	
1.366	0.52	0.1464	NAN	NAN	NAN	
1.368	0.52	0.13035	NAN	NAN	NAN	
1.37	0.52	0.1266	NAN	NAN	NAN	
1.372	0.515	0.14055	NAN	NAN	NAN	
1.374	0.515	0.1539	0.13956	-0.0718734	NAN	
1.376	0.515	0.1464	NAN	NAN	NAN	
1.378	0.515	0.13035	NAN	NAN	NAN	
1.38	0.515	0.12705	NAN	NAN	NAN	
1.382	0.51	0.14025	NAN	NAN	NAN	
1.384	0.51	0.1539	0.1395	-0.071145	NAN	
1.386	0.51	0.14625	NAN	NAN	NAN	
1.388	0.51	0.13005	NAN	NAN	NAN	
1.39	0.51	0.1272	NAN	NAN	NAN	
1.392	0.51	0.13995	NAN	NAN	NAN	
1.394	0.505	0.15375	0.1395	-0.0704475	NAN	
1.396	0.505	0.1464	NAN	NAN	NAN	
1.398	0.505	0.1302	NAN	NAN	NAN	
1.4	0.505	0.12705	NAN	NAN	NAN	
1.402	0.505	0.13995	NAN	NAN	NAN	
1.404	0.5	0.15375	0.13947	-0.069735	NAN	
1.406	0.5	0.1467	NAN	NAN	NAN	
1.408	0.5	0.1299	NAN	NAN	NAN	
1.41	0.5	0.12705	NAN	NAN	NAN	
1.412	0.5	0.1401	NAN	NAN	NAN	
1.414	0.5	0.15345	0.13956	-0.06978	NAN	
1.416	0.495	0.147	NAN	NAN	NAN	
1.418	0.495	0.1302	NAN	NAN	NAN	
1.42	0.495	0.1269	NAN	NAN	NAN	
1.422	0.495	0.1404	NAN	NAN	NAN	
1.424	0.495	0.1533	0.13953	-0.06906735	NAN	
1.426	0.49	0.1467	NAN	NAN	NAN	
1.428	0.49	0.13035	NAN	NAN	NAN	
1.43	0.49	0.12675	NAN	NAN	NAN	
1.432	0.49	0.14025	NAN	NAN	NAN	
1.434	0.49	0.15345	0.13956	-0.0683844	NAN	
1.436	0.49	0.1467	NAN	NAN	NAN	
1.438	0.485	0.13065	NAN	NAN	NAN	
1.44	0.485	0.1269	NAN	NAN	NAN	
1.442	0.485	0.1404	NAN	NAN	NAN	
1.444	0.485	0.15375	0.13962	-0.0677157	NAN	
1.446	0.485	0.14655	NAN	NAN	NAN	
1.448	0.48	0.1305	NAN	NAN	NAN	
1.45	0.48	0.12675	NAN	NAN	NAN	
1.452	0.48	0.1398	NAN	NAN	NAN	
1.454	0.48	0.1536	0.13941	-0.0669168	NAN	
1.456	0.48	0.14655	NAN	NAN	NAN	
1.458	0.48	0.13035	NAN	NAN	NAN	
1.46	0.475	0.12675	NAN	NAN	NAN	
1.462	0.475	0.13965	NAN	NAN	NAN	
1.464	0.475	0.1539	0.13944	-0.066234	NAN	
1.466	0.475	0.14655	NAN	NAN	NAN	
1.468	0.475	0.13035	NAN	NAN	NAN	
1.47	0.47	0.12735	NAN	NAN	NAN	
1.472	0.47	0.13965	NAN	NAN	NAN	
1.474	0.47	0.15375	0.13956	-0.0655932	NAN	
1.476	0.47	0.14685	NAN	NAN	NAN	
1.478	0.47	0.1302	NAN	NAN	NAN	
1.48	0.47	0.1272	NAN	NAN	NAN	
1.482	0.465	0.1401	NAN	NAN	NAN	
1.484	0.465	0.15345	0.13962	-0.0649233	NAN	
1.486	0.465	0.14715	NAN	NAN	NAN	
1.488	0.465	0.1302	NAN	NAN	NAN	
1.49	0.465	0.1269	NAN	NAN	NAN	
1.492	0.46	0.14025	NAN	NAN	NAN	
1.494	0.46	0.1533	0.13956	-0.0641976	NAN	
1.496	0.46	0.14685	NAN	NAN	NAN	
1.498	0.46	0.1305	NAN	NAN	NAN	
1.5	0.46	0.1266	NAN	NAN	NAN	
1.502	0.46	0.1404	NAN	NAN	NAN	
1.504	0.455	0.1539	0.13971	-0.06356805	NAN	
1.506	0.455	0.14685	NAN	NAN	NAN	
1.508	0.455	0.1308	NAN	NAN	NAN	
1.51	0.455	0.12675	NAN	NAN	NAN	
1.512	0.455	0.13995	NAN	NAN	NAN	
1.514	0.45	0.1536	0.1395	-0.062775	NAN	
1.516	0.45	0.1467	NAN	NAN	NAN	
1.518	0.45	0.1305	NAN	NAN	NAN	
1.52	0.45	0.1269	NAN	NAN	NAN	
1.522	0.45	0.13995	NAN	NAN	NAN	
1.524	0.45	0.1539	0.13962	-0.062829	NAN	
1.526	0.445	0.14685	NAN	NAN	NAN	
1.528	0.445	0.1305	NAN	NAN	NAN	
1.53	0.445	0.1272	NAN	NAN	NAN	
1.532	0.445	0.1395	NAN	NAN	NAN	
1.534	0.445	0.15375	0.13956	-0.0621042	NAN	
1.536	0.44	0.14685	NAN	NAN	NAN	
1.538	0.44	0.1305	NAN	NAN	NAN	
1.54	0.44	0.12705	NAN	NAN	NAN	
1.542	0.44	0.13935	NAN	NAN	NAN	
1.544	0.44	0.15345	0.13938	-0.0613272	NAN	
1.546	0.44	0.147	NAN	NAN	NAN	
1.548	0.435	0.13005	NAN	NAN	NAN	
1.55	0.435	0.12675	NAN	NAN	NAN	
1.552	0.435	0.1395	NAN	NAN	NAN	
1.554	0.435	0.1533	0.13929	-0.06059115	NAN	
1.556	0.435	0.147	NAN	NAN	NAN	
1.558	0.43	0.1299	NAN	NAN	NAN	
1.56	0.43	0.1266	NAN	NAN	NAN	
1.562	0.43	0.13965	NAN	NAN	NAN	
1.564	0.43	0.153	0.13923	-0.0598689	NAN	
1.566	0.43	0.1467	NAN	NAN	NAN	
1.568	0.425	0.1302	NAN	NAN	NAN	
1.57	0.425	0.12645	NAN	NAN	NAN	
1.572	0.425	0.1395	NAN	NAN	NAN	
1.574	0.425	0.153	0.13917	-0.05914725	NAN	
1.576	0.425	0.1467	NAN	NAN	NAN	
1.578	0.425	0.1302	NAN	NAN	NAN	
1.58	0.42	0.12615	NAN	NAN	NAN	
1.582	0.42	0.1392	NAN	NAN	NAN	
1.584	0.42	0.15315	0.13893	-0.0583506	NAN	
1.586	0.42	0.1461	NAN	NAN	NAN	
1.588	0.42	0.13005	NAN	NAN	NAN	
1.59	0.415	0.12615	NAN	NAN	NAN	
1.592	0.415	0.1392	NAN	NAN	NAN	
1.594	0.415	0.1533	0.13902	-0.0576933	NAN	
1.596	0.415	0.1461	NAN	NAN	NAN	
1.598	0.415	0.13035	NAN	NAN	NAN	
1.6	0.415	0.12645	NAN	NAN	NAN	
1.602	0.41	0.13875	NAN	NAN	NAN	
1.604	0.41	0.15315	0.13893	-0.0569613	NAN	
1.606	0.41	0.14655	NAN	NAN	NAN	
1.608	0.41	0.12975	NAN	NAN	NAN	
1.61	0.41	0.1266	NAN	NAN	NAN	
1.612	0.405	0.1389	NAN	NAN	NAN	
1.614	0.405	0.153	0.13908	-0.0563274	NAN	
1.616	0.405	0.14685	NAN	NAN	NAN	
1.618	0.405	0.13005	NAN	NAN	NAN	
1.62	0.405	0.12675	NAN	NAN	NAN	
1.622	0.405	0.13905	NAN	NAN	NAN	
1.624	0.4	0.15285	0.13905	-0.05562	NAN	
1.626	0.4	0.1467	NAN	NAN	NAN	
1.628	0.4	0.1299	NAN	NAN	NAN	
1.63	0.4	0.12615	NAN	NAN	NAN	
1.632	0.4	0.1392	NAN	NAN	NAN	
1.634	0.395	0.15285	0.13899	-0.05490105	NAN	
1.636	0.395	0.14655	NAN	NAN	NAN	
1.638	0.395	0.1302	NAN	NAN	NAN	
1.64	0.395	0.12615	NAN	NAN	NAN	
1.642	0.395	0.1392	NAN	NAN	NAN	
1.644	0.395	0.15315	0.13902	-0.0549129	NAN	
1.646	0.39	0.14625	NAN	NAN	NAN	
1.648	0.39	0.13035	NAN	NAN	NAN	
1.65	0.39	0.12645	NAN	NAN	NAN	
1.652	0.39	0.13905	NAN	NAN	NAN	
1.654	0.39	0.1533	0.13917	-0.0542763	NAN	
1.656	0.385	0.14655	NAN	NAN	NAN	
1.658	0.385	0.1305	NAN	NAN	NAN	
1.66	0.385	0.1263	NAN	NAN	NAN	
1.662	0.385	0.13875	NAN	NAN	NAN	
1.664	0.385	0.15345	0.13908	-0.0535458	NAN	
1.666	0.385	0.14655	NAN	NAN	NAN	
1.668	0.38	0.13035	NAN	NAN	NAN	
1.67	0.38	0.1266	NAN	NAN	NAN	
1.672	0.38	0.13875	NAN	NAN	NAN	
1.674	0.38	0.15315	0.13914	-0.0528732	NAN	
1.676	0.38	0.14685	NAN	NAN	NAN	
1.678	0.375	0.13035	NAN	NAN	NAN	
1.68	0.375	0.1266	NAN	NAN	NAN	
1.682	0.375	0.1389	NAN	NAN	NAN	
1.684	0.375	0.153	0.13911	-0.05216625	NAN	
1.686	0.375	0.147	NAN	NAN	NAN	
1.688	0.375	0.13005	NAN	NAN	NAN	
1.69	0.37	0.12675	NAN	NAN	NAN	
1.692	0.37	0.1389	NAN	NAN	NAN	
1.694	0.37	0.1527	0.13917	-0.0514929	NAN	
1.696	0.37	0.14715	NAN	NAN	NAN	
1.698	0.37	0.13035	NAN	NAN	NAN	
1.7	0.365	0.1263	NAN	NAN	NAN	
1.702	0.365	0.13905	NAN	NAN	NAN	
1.704	0.365	0.15285	0.13911	-0.05077515	NAN	
1.706	0.365	0.1467	NAN	NAN	NAN	
1.708	0.365	0.13065	NAN	NAN	NAN	
1.71	0.365	0.126	NAN	NAN	NAN	
1.712	0.36	0.1392	NAN	NAN	NAN	
1.714	0.36	0.153	0.13911	-0.0500796	NAN	
1.716	0.36	0.14655	NAN	NAN	NAN	
1.718	0.36	0.1308	NAN	NAN	NAN	
1.72	0.36	0.12615	NAN	NAN	NAN	
1.722	0.355	0.13875	NAN	NAN	NAN	
1.724	0.355	0.1536	0.1392	-0.049416	NAN	
1.726	0.355	0.14685	NAN	NAN	NAN	
1.728	0.355	0.13065	NAN	NAN	NAN	
1.73	0.355	0.1266	NAN	NAN	NAN	
1.732	0.355	0.1386	NAN	NAN	NAN	
1.734	0.35	0.1533	0.1392	-0.04872	NAN	
1.736	0.35	0.147	NAN	NAN	NAN	
1.738	0.35	0.1305	NAN	NAN	NAN	
1.74	0.35	0.1266	NAN	NAN	NAN	
1.742	0.35	0.13845	NAN	NAN	NAN	
1.744	0.345	0.1533	0.1392	-0.048024	NAN	
1.746	0.345	0.14715	NAN	NAN	NAN	
1.748	0.345	0.1305	NAN	NAN	NAN	
1.75	0.345	0.12675	NAN	NAN	NAN	
1.752	0.345	0.1389	NAN	NAN	NAN	
1.754	0.345	0.15315	0.13932	-0.0480654	NAN	
1.756	0.34	0.1473	NAN	NAN	NAN	
1.758	0.34	0.1305	NAN	NAN	NAN	
1.76	0.34	0.12645	NAN	NAN	NAN	
1.762	0.34	0.1392	NAN	NAN	NAN	
1.764	0.34	0.15285	0.13929	-0.0473586	NAN	
1.766	0.335	0.14715	NAN	NAN	NAN	
1.768	0.335	0.1308	NAN	NAN	NAN	
1.77	0.335	0.12645	NAN	NAN	NAN	
1.772	0.335	0.1392	NAN	NAN	NAN	
1.774	0.335	0.15315	0.13938	-0.0466923	NAN	
1.776	0.335	0.1473	NAN	NAN	NAN	
1.778	0.33	0.1308	NAN	NAN	NAN	
1.78	0.33	0.1263	NAN	NAN	NAN	
1.782	0.33	0.1389	NAN	NAN	NAN	
1.784	0.33	0.1536	0.13932	-0.0459756	NAN	
1.786	0.33	0.147	NAN	NAN	NAN	
1.788	0.325	0.1308	NAN	NAN	NAN	
1.79	0.325	0.12645	NAN	NAN	NAN	
1.792	0.325	0.1383	NAN	NAN	NAN	
1.794	0.325	0.1533	0.1392	-0.04524	NAN	
1.796	0.325	0.14715	NAN	NAN	NAN	
1.798	0.325	0.1308	NAN	NAN	NAN	
1.8	0.32	0.1266	NAN	NAN	NAN	
1.802	0.32	0.13845	NAN	NAN	NAN	
1.804	0.32	0.1533	0.13926	-0.0445632	NAN	
1.806	0.32	0.1476	NAN	NAN	NAN	
1.808	0.32	0.13035	NAN	NAN	NAN	
1.81	0.315	0.1266	NAN	NAN	NAN	
1.812	0.315	0.1386	NAN	NAN	NAN	
1.814	0.315	0.15285	0.1392	-0.043848	NAN	
1.816	0.315	0.14745	NAN	NAN	NAN	
1.818	0.315	0.1305	NAN	NAN	NAN	
1.82	0.315	0.1263	NAN	NAN	NAN	
1.822	0.31	0.1386	NAN	NAN	NAN	
1.824	0.31	0.153	0.13914	-0.0431334	NAN	
1.826	0.31	0.1473	NAN	NAN	NAN	
1.828	0.31	0.1305	NAN	NAN	NAN	
1.83	0.31	0.12615	NAN	NAN	NAN	
1.832	0.305	0.13875	NAN	NAN	NAN	
1.834	0.305	0.153	0.1392	-0.042456	NAN	
1.836	0.305	0.1473	NAN	NAN	NAN	
1.838	0.305	0.1308	NAN	NAN	NAN	
1.84	0.305	0.126	NAN	NAN	NAN	
1.842	0.305	0.1383	NAN	NAN	NAN	
1.844	0.3	0.1527	0.1389	-0.04167	NAN	
1.846	0.3	0.14685	NAN	NAN	NAN	
1.848	0.3	0.13065	NAN	NAN	NAN	
1.85	0.3	0.1257	NAN	NAN	NAN	
1.852	0.3	0.1383	NAN	NAN	NAN	
1.854	0.295	0.153	0.13893	-0.04098435	NAN	
1.856	0.295	0.147	NAN	NAN	NAN	
1.858	0.295	0.13065	NAN	NAN	NAN	
1.86	0.295	0.12615	NAN	NAN	NAN	
1.862	0.295	0.13785	NAN	NAN	NAN	
1.864	0.295	0.15285	0.13887	-0.04096665	NAN	
1.866	0.29	0.14685	NAN	NAN	NAN	
1.868	0.29	0.13065	NAN	NAN	NAN	
1.87	0.29	0.12615	NAN	NAN	NAN	
1.872	0.29	0.13755	NAN	NAN	NAN	
1.874	0.29	0.15255	0.13869	-0.0402201	NAN	
1.876	0.285	0.14685	NAN	NAN	NAN	
1.878	0.285	0.13035	NAN	NAN	NAN	
1.88	0.285	0.1263	NAN	NAN	NAN	
1.882	0.285	0.13785	NAN	NAN	NAN	
1.884	0.285	0.15255	0.13878	-0.0395523	NAN	
1.886	0.28	0.147	NAN	NAN	NAN	
1.888	0.28	0.1302	NAN	NAN	NAN	
1.89	0.28	0.1263	NAN	NAN	NAN	
1.892	0.28	0.138	NAN	NAN	NAN	
1.894	0.28	0.15255	0.13881	-0.0388668	NAN	
1.896	0.28	0.147	NAN	NAN	NAN	
1.898	0.275	0.1302	NAN	NAN	NAN	
1.9	0.275	0.1257	NAN	NAN	NAN	
1.902	0.275	0.138	NAN	NAN	NAN	
1.904	0.275	0.15165	0.13845	-0.03807375	NAN	
1.906	0.275	0.14685	NAN	NAN	NAN	
1.908	0.27	0.13005	NAN	NAN	NAN	
1.91	0.27	0.1254	NAN	NAN	NAN	
1.912	0.27	0.13785	NAN	NAN	NAN	
1.914	0.27	0.1521	0.13848	-0.0373896	NAN	
1.916	0.27	0.14655	NAN	NAN	NAN	
1.918	0.27	0.1305	NAN	NAN	NAN	
1.92	0.265	0.1254	NAN	NAN	NAN	
1.922	0.265	0.13755	NAN	NAN	NAN	
1.924	0.265	0.15255	0.13842	-0.0366813	NAN	
1.926	0.265	0.14625	NAN	NAN	NAN	
1.928	0.265	0.13035	NAN	NAN	NAN	
1.93	0.26	0.1257	NAN	NAN	NAN	
1.932	0.26	0.1374	NAN	NAN	NAN	
1.934	0.26	0.1524	0.13848	-0.0360048	NAN	
1.936	0.26	0.14655	NAN	NAN	NAN	
1.938	0.26	0.13035	NAN	NAN	NAN	
1.94	0.26	0.1257	NAN	NAN	NAN	
1.942	0.255	0.13725	NAN	NAN	NAN	
1.944	0.255	0.1524	0.13845	-0.03530475	NAN	
1.946	0.255	0.1467	NAN	NAN	NAN	
1.948	0.255	0.1302	NAN	NAN	NAN	
1.95	0.255	0.126	NAN	NAN	NAN	
1.952	0.25	0.1371	NAN	NAN	NAN	
1.954	0.25	0.1521	0.13833	-0.0345825	NAN	
1.956	0.25	0.1467	NAN	NAN	NAN	
1.958	0.25	0.12975	NAN	NAN	NAN	
1.96	0.25	0.12555	NAN	NAN	NAN	
1.962	0.25	0.1374	NAN	NAN	NAN	
1.964	0.245	0.15195	0.13833	-0.03389085	NAN	
1.966	0.245	0.1467	NAN	NAN	NAN	
1.968	0.245	0.13005	NAN	NAN	NAN	
1.97	0.245	0.12555	NAN	NAN	NAN	
1.972	0.245	0.13755	NAN	NAN	NAN	
1.974	0.24	0.1518	0.13842	-0.0332208	NAN	
1.976	0.24	0.14685	NAN	NAN	NAN	
1.978	0.24	0.13035	NAN	NAN	NAN	
1.98	0.24	0.12525	NAN	NAN	NAN	
1.982	0.24	0.1374	NAN	NAN	NAN	
1.984	0.24	0.15195	0.13836	-0.0332064	NAN	
1.986	0.235	0.1467	NAN	NAN	NAN	
1.988	0.235	0.1305	NAN	NAN	NAN	
1.99	0.235	0.1251	NAN	NAN	NAN	
1.992	0.235	0.13725	NAN	NAN	NAN	
1.994	0.235	0.1521	0.13824	-0.0324864	NAN	
1.996	0.23	0.1464	NAN	NAN	NAN	
1.998	0.23	0.13035	NAN	NAN	NAN	
2	0.23	0.1254	NAN	NAN	NAN	
2.002	0.23	0.1371	NAN	NAN	NAN	
2.004	0.23	0.1524	0.13836	-0.0318228	NAN	
2.006	0.23	0.14655	NAN	NAN	NAN	
2.008	0.225	0.13035	NAN	NAN	NAN	
2.01	0.225	0.1257	NAN	NAN	NAN	
2.012	0.225	0.13725	NAN	NAN	NAN	
2.014	0.225	0.15225	0.13845	-0.03115125	NAN	
2.016	0.225	0.1467	NAN	NAN	NAN	
2.018	0.22	0.13035	NAN	NAN	NAN	
2.02	0.22	0.1257	NAN	NAN	NAN	
2.022	0.22	0.13695	NAN	NAN	NAN	
2.024	0.22	0.15195	0.13839	-0.0304458	NAN	
2.026	0.22	0.147	NAN	NAN	NAN	
2.028	0.22	0.13035	NAN	NAN	NAN	
2.03	0.215	0.1257	NAN	NAN	NAN	
2.032	0.215	0.13725	NAN	NAN	NAN	
2.034	0.215	0.15225	0.1386	-0.029799	NAN	
2.036	0.215	0.1473	NAN	NAN	NAN	
2.038	0.215	0.1305	NAN	NAN	NAN	
2.04	0.21	0.1257	NAN	NAN	NAN	
2.042	0.21	0.13755	NAN	NAN	NAN	
2.044	0.21	0.1518	0.13857	-0.0290997	NAN	
2.046	0.21	0.14715	NAN	NAN	NAN	
2.048	0.21	0.13065	NAN	NAN	NAN	
2.05	0.21	0.1254	NAN	NAN	NAN	
2.052	0.205	0.1377	NAN	NAN	NAN	
2.054	0.205	0.1518	0.1386	-0.028413	NAN	
2.056	0.205	0.14715	NAN	NAN	NAN	
2.058	0.205	0.13095	NAN	NAN	NAN	
2.06	0.205	0.1254	NAN	NAN	NAN	
2.062	0.2	0.13755	NAN	NAN	NAN	
2.064	0.2	0.15255	0.13866	-0.027732	NAN	
2.066	0.2	0.14685	NAN	NAN	NAN	
2.068	0.2	0.13095	NAN	NAN	NAN	
2.07	0.2	0.12555	NAN	NAN	NAN	
2.072	0.2	0.1374	NAN	NAN	NAN	
2.074	0.195	0.15255	0.13863	-0.02703285	NAN	
2.076	0.195	0.14685	NAN	NAN	NAN	
2.078	0.195	0.1308	NAN	NAN	NAN	
2.08	0.195	0.1257	NAN	NAN	NAN	
2.082	0.195	0.13695	NAN	NAN	NAN	
2.084	0.19	0.1524	0.13854	-0.0263226	NAN	
2.086	0.19	0.147	NAN	NAN	NAN	
2.088	0.19	0.13065	NAN	NAN	NAN	
2.09	0.19	0.1257	NAN	NAN	NAN	
2.092	0.19	0.13695	NAN	NAN	NAN	
2.094	0.19	0.15225	0.13851	-0.0263169	NAN	
